,seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,chi,sharp,Jvar,Kvar,Lvar,Kamp,Var_Status
799, 9251,18.592,0.0307,17.643,0.0200,17.377,0.0252,1.423, 1.602, 0.617, 0.967, 0.748,99.999,0
800,15305,19.394,0.1427,18.781,0.0304,18.345,0.0323,0.740, 0.453, 1.382, 0.978, 1.694,99.999,0
801, 2659,19.942,0.1100,19.370,0.0476,19.327,0.0704,0.861, 1.062, 0.405, 0.931, 0.473,99.999,0
802, 2962,20.449,0.3718,19.580,0.1274,19.164,0.0590,0.867,-2.758, 0.572, 0.930, 0.666,99.999,0
803,18556,99.999,9.9999,99.999,9.9999,17.303,0.0288,1.100, 0.177, 0.000, 0.000, 0.000,99.999,0
804,10239,19.019,0.0300,18.158,0.0405,17.949,0.0118,1.174, 0.826,-0.161, 0.974,-0.197,99.999,0
805,14165,19.358,0.4739,18.393,0.0301,18.242,0.0335,0.818, 0.240, 2.158, 0.984, 2.661,99.999,0
806, 9948,19.222,0.0921,18.405,0.0836,18.111,0.0288,0.954,-0.550, 0.075, 0.933, 0.088,99.999,0
807,14208,18.655,0.1447,17.800,0.0396,17.699,0.0189,1.097, 1.167, 0.917, 0.968, 1.113,99.999,0
808,12374,19.253,0.1048,18.447,0.0281,18.283,0.0236,0.870, 1.127, 0.480, 0.960, 0.577,99.999,0
809,18313,20.280,0.6970,19.536,0.1344,18.874,0.0964,1.205,-2.378, 1.974, 0.898, 2.221,99.999,0
810,15819,18.713,0.0855,18.006,0.0883,17.615,0.0204,1.137, 0.949, 0.698, 0.913, 0.799,99.999,0
811,18329,19.132,0.1088,99.999,9.9999,17.963,0.0481,1.491,-0.173, 0.654, 0.917, 0.751,99.999,0
812,19328,19.065,0.1002,18.283,0.0335,18.000,0.0254,1.390, 1.513, 0.839, 0.935, 0.984,99.999,0
813, 7594,20.414,0.0774,19.675,0.0837,19.587,0.0456,0.912, 0.035, 0.397, 0.934, 0.465,99.999,0
814,15944,18.817,0.0537,18.351,0.0346,18.171,0.0264,1.312, 3.768, 0.542, 0.960, 0.652,99.999,0
815,10785,20.765,0.1146,19.628,0.0837,19.022,0.0454,0.788,-1.108, 0.789, 0.865, 0.855,99.999,0
816,15156,19.296,0.1336,18.532,0.0292,18.338,0.0295,0.852, 0.034, 1.093, 0.981, 1.344,99.999,0
817, 3135,18.281,0.0161,17.159,0.0131,16.870,0.0137,1.075,-0.151, 0.347, 0.919, 0.399,99.999,0
818,13017,19.438,0.1373,18.832,0.0517,18.719,0.0350,1.041, 2.140, 0.726, 0.964, 0.877,99.999,0
819,10918,18.764,0.0289,17.810,0.0245,17.428,0.0238,1.037, 0.400, 1.418, 0.926, 1.645,99.999,0
820,11482,18.875,0.0993,17.893,0.0546,17.649,0.0166,1.212, 0.797, 0.495, 0.976, 0.605,99.999,0
821, 4902,21.508,0.3131,19.346,0.1349,19.335,0.0538,0.785, 2.015, 0.826, 0.971, 1.005,99.999,0
822,17893,19.593,0.0663,18.814,0.0378,18.169,0.0684,1.031,-0.026, 1.729, 0.953, 2.066,99.999,0
823,13895,18.765,0.0245,18.026,0.0533,17.769,0.0194,1.341, 2.466, 0.540, 0.956, 0.647,99.999,0
824,17427,20.059,0.1019,19.341,0.3530,18.914,0.0618,0.775,-2.849, 1.717, 0.968, 2.083,99.999,0
825,17817,19.123,0.0363,18.120,0.0217,17.301,0.0302,0.862, 0.066, 2.568, 0.935, 3.011,99.999,0
826, 2700,19.646,0.0624,18.798,0.0485,18.551,0.0406,0.789,-1.148, 1.037, 0.982, 1.277,99.999,0
827, 1403,19.894,0.3467,18.773,0.0748,18.798,0.0714,1.225, 4.434, 1.352, 0.983, 1.666,99.999,0
828, 5595,18.045,0.0185,16.989,0.0173,16.670,0.0281,1.233, 0.155, 1.523, 0.953, 1.820,99.999,0
829,11101,18.193,0.0155,17.205,0.0189,16.739,0.0154,1.122, 0.340, 0.930, 0.946, 1.102,99.999,0
830, 9939,19.866,0.0617,19.271,0.1436,18.969,0.0656,0.847,-0.016, 1.019, 0.937, 1.197,99.999,0
831, 6277,18.231,0.0919,17.236,0.0517,16.840,0.0149,1.096, 0.074, 1.727, 0.976, 2.113,99.999,0
832, 5417,19.790,0.1057,18.773,0.0734,18.437,0.0467,1.255, 1.896, 0.994, 0.952, 1.186,99.999,0
833,13859,20.041,0.0740,19.184,0.0801,19.039,0.0461,1.011, 2.890, 0.170, 0.966, 0.206,99.999,0
834, 1453,19.379,0.0743,18.429,0.0227,18.250,0.0261,0.835, 1.731, 0.605, 0.980, 0.743,99.999,0
835, 2867,19.884,0.0537,18.871,0.1289,18.804,0.0364,0.742,-0.790, 0.548, 0.959, 0.658,99.999,0
836, 2934,19.956,0.1495,18.978,0.0284,19.058,0.0512,0.699, 0.086, 0.907, 0.967, 1.100,99.999,0
837, 3045,20.822,0.2385,19.509,0.0739,19.294,0.0317,0.753,-3.024,-0.257, 0.977,-0.315,99.999,0
838, 7085,18.937,0.0527,18.293,0.0440,18.135,0.0410,1.290, 3.773, 1.274, 0.950, 1.518,99.999,0
839,12398,19.267,0.0657,18.429,0.0213,18.313,0.0334,0.986, 0.318, 0.650, 0.942, 0.768,99.999,0
840,17733,19.668,0.2223,19.063,0.2357,18.888,0.0529,1.014, 1.382, 1.394, 0.961, 1.679,99.999,0
841, 8909,19.330,0.2946,18.766,0.0734,18.553,0.0880,1.599, 3.689, 0.620, 0.856, 0.666,99.999,0
842, 6111,19.346,0.5426,19.009,0.1241,18.817,0.0373,0.863, 1.597, 1.854, 0.970, 2.252,99.999,0
843,14044,19.206,0.0396,18.138,0.0291,17.901,0.0195,1.016, 0.581, 0.288, 0.982, 0.354,99.999,0
844,14442,19.206,0.0849,18.117,0.0365,18.002,0.0291,0.912, 0.824, 1.589, 0.970, 1.932,99.999,0
845, 9005,99.999,9.9999,99.999,9.9999,18.404,0.2192,1.185, 0.557, 0.000, 0.000, 0.000,99.999,0
846, 2105,20.057,0.6023,19.150,0.0570,19.241,0.0371,1.051,-4.252, 0.902, 0.933, 1.055,99.999,0
847,18424,19.247,0.0812,99.999,9.9999,17.811,0.0155,0.878, 0.063,-0.124, 0.941,-0.146,99.999,0
848,11186,18.445,0.0708,17.748,0.0237,17.490,0.0182,1.112, 0.111, 0.095, 0.969, 0.116,99.999,0
849, 8973,19.746,0.0683,18.900,0.1715,18.627,0.0365,0.978, 0.185, 0.743, 0.958, 0.892,99.999,0
850, 3088,20.539,0.1439,19.347,0.0693,19.100,0.0363,0.886,-0.018, 0.289, 0.988, 0.358,99.999,0
851,14985,19.218,0.1481,18.247,0.0137,17.961,0.0131,0.806, 0.297, 0.788, 0.959, 0.946,99.999,0
852, 1497,18.083,0.0341,16.908,0.0111,16.583,0.0138,1.279, 0.455, 0.381, 0.921, 0.439,99.999,0
853,12078,19.306,0.1614,18.590,0.0499,18.575,0.0594,1.240, 3.897, 1.438, 0.964, 1.736,99.999,0
854,16494,18.926,0.1128,18.011,0.0266,17.760,0.0267,0.953, 1.138, 1.514, 0.957, 1.815,99.999,0
855,15684,19.856,0.1622,19.148,0.0572,18.801,0.0365,1.039, 0.738, 0.420, 0.962, 0.507,99.999,0
856,11911,19.795,0.1191,19.068,0.0562,18.435,0.0373,0.984,-0.831, 0.966, 0.940, 1.138,99.999,0
857,17082,20.161,0.1631,99.999,9.9999,19.560,0.0920,0.783,-1.346, 0.486, 0.861, 0.524,99.999,0
858,13223,99.999,9.9999,99.999,9.9999,18.944,0.0721,0.900,-0.374, 0.000, 0.000, 0.000,99.999,0
859,12935,20.830,0.1582,19.834,0.1409,20.051,0.0641,1.015, 2.432, 0.071, 0.888, 0.079,99.999,0
860, 5290,19.609,0.1350,18.473,0.0468,18.391,0.0510,0.974,-1.327, 1.665, 0.959, 2.000,99.999,0
861, 1855,18.652,0.0914,17.760,0.0318,17.228,0.0148,1.307, 0.949, 1.118, 0.940, 1.316,99.999,0
862,13728,19.577,0.0420,18.378,0.0444,18.294,0.0524,0.877, 0.234, 1.321, 0.964, 1.595,99.999,0
863, 3659,18.321,0.0993,17.302,0.0263,17.014,0.0271,0.938,-0.240, 2.392, 0.966, 2.896,99.999,0
864,17851,19.965,0.1828,19.428,0.1118,19.284,0.0713,1.150, 3.560, 0.427, 0.868, 0.465,99.999,0
865,16426,20.425,0.3153,19.373,0.0641,19.325,0.0306,0.811, 0.096,-0.102, 0.966,-0.124,99.999,0
866, 9725,20.924,0.2920,19.631,0.4843,19.119,0.0585,0.967, 1.520, 0.933, 0.921, 1.077,99.999,0
867,18679,99.999,9.9999,99.999,9.9999,17.386,0.0301,1.000, 1.439, 0.000, 0.000, 0.000,99.999,0
868,14041,99.999,9.9999,99.999,9.9999,18.512,0.0446,0.860,-0.267, 0.000, 0.000, 0.000,99.999,0
869, 2162,19.649,0.1119,18.781,0.0776,18.524,0.0402,1.082, 0.178, 0.684, 0.937, 0.804,99.999,0
870, 2983,20.865,0.4672,19.556,0.0772,19.482,0.0754,0.912,-5.098, 0.867, 0.934, 1.015,99.999,0
871,13549,19.521,0.3319,18.486,0.0451,18.304,0.0229,0.924, 0.878, 0.935, 0.939, 1.100,99.999,0
872,14375,20.946,0.2773,99.999,9.9999,19.649,0.1931,0.712,-3.147, 2.168, 0.816, 2.217,99.999,0
873, 4383,20.277,0.2476,19.063,0.1288,18.946,0.0609,0.690,-0.726, 1.800, 0.930, 2.097,99.999,0
874, 3934,18.122,0.1402,17.571,0.0653,17.490,0.0227,0.897, 0.314, 2.207, 0.947, 2.619,99.999,0
875, 6544,19.865,0.1999,19.493,0.0883,19.199,0.0459,0.842, 1.304, 0.647, 0.988, 0.801,99.999,0
876,12067,19.196,0.1640,18.328,0.0288,18.193,0.0284,1.112, 2.057, 0.982, 0.989, 1.216,99.999,0
877,11576,19.439,0.1210,18.770,0.0656,18.388,0.0572,1.316, 2.556, 1.117, 0.951, 1.332,99.999,0
878, 9939,19.866,0.0617,19.271,0.1436,18.969,0.0656,0.847,-0.016, 1.019, 0.937, 1.197,99.999,0
879,13134,20.340,0.3930,20.324,0.1713,20.035,0.0937,0.944,-2.912, 0.588, 0.918, 0.677,99.999,0
880, 8114,19.546,0.0407,18.837,0.2865,18.476,0.0341,0.998,-0.140, 0.437, 0.948, 0.519,99.999,0
881,17845,19.257,0.1963,18.826,0.3048,18.389,0.0683,0.842,-0.001, 2.854, 0.887, 3.174,99.999,0
882,18707,99.999,9.9999,99.999,9.9999,17.796,0.0633,1.600, 2.419, 0.000, 0.000, 0.000,99.999,0
883, 9469,19.504,0.0788,18.637,0.0451,18.493,0.0195,1.014, 0.398,-0.175, 0.973,-0.213,99.999,0
884,19582,18.752,0.2263,17.437,0.1027,17.168,0.0305,2.433, 2.026, 0.000, 0.000, 0.000,99.999,0
885,15113,19.200,0.1000,18.708,0.0532,18.523,0.0817,1.122, 1.719, 1.309, 0.939, 1.540,99.999,0
886,15599,19.330,0.0315,18.501,0.0323,18.292,0.0385,0.869, 0.075, 1.161, 0.974, 1.416,99.999,0
887,11919,18.965,0.0843,18.079,0.0652,18.032,0.0253,1.030, 1.704, 0.986, 0.962, 1.189,99.999,0
888, 7745,19.864,0.3385,18.868,0.0482,18.591,0.0276,0.983,-1.288, 0.606, 0.935, 0.710,99.999,0
889, 4044,20.416,0.1786,19.258,0.0335,19.066,0.0352,0.698,-0.514, 0.268, 0.981, 0.329,99.999,0
890,16515,19.870,0.0724,18.931,0.1195,18.751,0.0418,0.863, 1.756, 0.783, 0.982, 0.964,99.999,0
891, 9928,19.880,0.0548,19.060,0.0357,18.916,0.0296,0.949, 1.652,-0.095, 0.945,-0.113,99.999,0
892,16765,18.835,0.1103,17.944,0.0291,17.674,0.0083,0.803, 0.322, 0.598, 0.991, 0.742,99.999,0
893,18416,19.664,0.1302,99.999,9.9999,18.915,0.1184,1.010,-0.038, 1.524, 0.927, 1.770,99.999,0
894, 3704,19.230,0.0795,18.099,0.0419,17.894,0.0310,0.768,-0.959, 1.370, 0.978, 1.679,99.999,0
895, 2717,19.687,0.1917,18.579,0.0295,18.476,0.0356,0.796,-0.270, 1.508, 0.933, 1.763,99.999,0
896, 6620,20.086,0.2473,19.255,0.0516,19.115,0.0636,0.843, 1.245, 1.046, 0.966, 1.266,99.999,0
897,15201,18.026,0.1115,17.038,0.0710,16.807,0.0087,1.727, 1.625, 1.403, 0.955, 1.679,99.999,0
898,18194,20.818,0.5572,99.999,9.9999,19.978,0.5736,1.850,-2.951, 0.662, 0.902, 0.749,99.999,0
899,13451,17.312,0.0081,16.534,0.0152,16.256,0.0124,1.363, 0.214, 0.933, 0.950, 1.111,99.999,0
900,10651,20.142,0.1723,19.598,0.0626,19.512,0.0939,1.000,-0.685, 0.450, 0.890, 0.502,99.999,0
901,14265,99.999,9.9999,20.589,0.1990,20.463,0.0813,0.845,-4.017,-0.501, 0.977,-0.613,99.999,0
902,10925,20.640,0.3904,20.161,0.1070,19.425,0.1031,0.758, 1.476, 1.668, 0.907, 1.895,99.999,0
903,12409,19.489,0.0396,18.472,0.0344,18.335,0.0438,0.847,-0.173, 1.071, 0.947, 1.271,99.999,0
904,  174,19.346,0.4572,18.833,0.2613,18.629,0.1464,1.295, 0.603, 2.035, 0.858, 2.189,99.999,0
905, 4350,18.550,0.0937,17.467,0.0091,17.192,0.0150,0.860,-0.243, 0.920, 0.977, 1.126,99.999,0
906, 5821,17.771,0.0367,16.488,0.0140,16.041,0.0187,1.439, 0.183, 1.196, 0.927, 1.390,99.999,0
907,17719,99.999,9.9999,19.407,0.1189,19.043,0.0839,1.173,-4.124, 0.660, 0.977, 0.808,99.999,0
908, 2967,18.173,0.1206,17.123,0.0140,16.955,0.0237,1.269, 0.845, 1.925, 0.939, 2.266,99.999,0
909, 2245,19.377,0.1391,18.397,0.0582,18.411,0.0347,1.302, 3.074, 0.675, 0.970, 0.820,99.999,0
910,14877,19.582,0.3697,18.907,0.0316,18.821,0.0415,0.771,-0.078, 1.370, 0.982, 1.687,99.999,0
911, 8591,19.382,0.1915,18.659,0.1282,18.361,0.0224,1.026, 1.186, 0.041, 0.920, 0.047,99.999,0
912,14486,19.479,0.1222,18.675,0.0303,18.577,0.0424,0.837, 0.846, 1.049, 0.973, 1.279,99.999,0
913, 5062,18.826,0.0784,17.787,0.0224,17.589,0.0176,0.999, 0.385, 0.661, 0.959, 0.794,99.999,0
914,12745,19.090,0.0634,18.127,0.0301,17.699,0.0117,1.013, 0.404, 0.140, 0.952, 0.168,99.999,0
915, 7644,19.911,0.0554,19.760,0.3187,19.587,0.0879,0.863,-3.599, 0.632, 0.966, 0.765,99.999,0
916,13814,19.685,0.2543,18.975,0.0752,18.728,0.0439,1.081, 0.708, 0.976, 0.941, 1.151,99.999,0
917, 9048,20.189,0.1377,19.441,0.1042,19.084,0.0452,0.888,-1.581,-0.118, 0.949,-0.140,99.999,0
918,11081,19.628,0.0773,18.554,0.1686,17.995,0.0136,0.812, 0.267, 0.717, 0.980, 0.881,99.999,0
919,12390,20.298,0.3518,19.301,0.0679,18.801,0.0537,0.762,-0.381, 1.587, 0.943, 1.876,99.999,0
920,15479,21.106,0.2378,19.802,0.1205,19.404,0.1011,0.933,-4.986, 0.800, 0.979, 0.982,99.999,0
921, 9291,17.770,0.0414,17.057,0.0387,16.700,0.0301,2.471, 2.371, 2.634, 0.917, 3.029,99.999,0
922, 2932,19.891,0.0451,18.875,0.0363,18.732,0.0341,0.901,-1.262, 0.263, 0.989, 0.326,99.999,0
923,11730,19.214,0.2285,18.595,0.0418,18.246,0.0437,0.994, 0.524, 0.947, 0.931, 1.106,99.999,0
924, 4972,18.859,0.2360,18.146,0.0446,18.063,0.0169,0.907, 0.536, 1.002, 0.975, 1.225,99.999,0
925, 6851,20.296,0.7085,19.580,0.0537,19.555,0.0721,0.791,-3.785, 0.971, 0.964, 1.173,99.999,0
926, 6124,17.900,0.1127,16.945,0.0224,16.639,0.0151,1.082, 0.302, 2.050, 0.967, 2.484,99.999,0
927,17306,19.183,0.3261,18.666,0.1728,18.431,0.0774,0.960, 1.096, 3.026, 0.941, 3.568,99.999,0
928,18848,99.999,9.9999,99.999,9.9999,19.299,0.1449,0.960,-2.870, 0.000, 0.000, 0.000,99.999,0
929, 5041,19.344,0.2018,18.319,0.0667,18.044,0.0309,0.801, 0.125, 1.936, 0.973, 2.362,99.999,0
930,12812,19.850,0.1291,19.100,0.0646,18.917,0.0721,0.836, 0.022, 1.637, 0.947, 1.942,99.999,0
931, 1825,18.870,0.0778,17.862,0.0604,17.478,0.0242,1.228, 1.425, 1.129, 0.936, 1.325,99.999,0
932,16429,18.477,0.1225,17.626,0.0325,17.553,0.0269,1.302, 2.585, 1.372, 0.932, 1.602,99.999,0
933, 8807,18.761,0.0828,18.049,0.0161,17.685,0.0224,0.959,-0.018, 1.145, 0.979, 1.404,99.999,0
934, 1865,18.791,0.1318,17.799,0.0939,17.681,0.0346,0.886, 1.178, 2.497, 0.979, 3.063,99.999,0
935, 6465,18.450,0.0934,17.697,0.0302,17.575,0.0267,1.030,-1.097, 1.224, 0.981, 1.505,99.999,0
936, 1515,19.608,0.1137,18.960,0.0565,18.577,0.0678,1.108, 1.781, 1.339, 0.934, 1.568,99.999,0
937, 2309,20.260,0.1467,19.198,0.0399,19.029,0.0469,0.677,-0.987, 0.657, 0.948, 0.781,99.999,0
938,11335,99.999,9.9999,99.999,9.9999,19.225,0.1013,0.802,-2.823, 0.616, 0.987, 0.762,99.999,0
939,10188,18.339,0.0613,17.389,0.0367,16.899,0.0262,1.269, 0.698, 2.018, 0.935, 2.366,99.999,0
940, 1752,19.672,0.0771,18.935,0.3655,18.607,0.0948,0.903, 0.425, 2.283, 0.893, 2.554,99.999,0
941,11598,18.464,0.0800,17.454,0.0213,17.166,0.0237,1.169, 1.405, 1.534, 0.937, 1.801,99.999,0
942, 6989,20.000,0.0487,18.717,0.0776,18.459,0.0668,0.844,-1.690, 2.036, 0.946, 2.414,99.999,0
943,16439,18.195,0.0779,17.356,0.0091,17.241,0.0219,0.964, 0.324, 2.052, 0.975, 2.509,99.999,0
944, 4756,19.998,0.2354,19.152,0.0679,19.139,0.0367,0.849, 0.500, 0.152, 0.972, 0.185,99.999,0
945,12528,18.522,0.0442,17.783,0.0277,17.479,0.0145,1.315, 1.739, 0.676, 0.932, 0.790,99.999,0
946, 7133,18.335,0.1309,17.383,0.0187,17.165,0.0256,1.216, 0.895, 1.565, 0.965, 1.893,99.999,0
947, 2777,21.007,0.1080,19.587,0.0724,19.452,0.0883,0.803,-2.454, 0.909, 0.932, 1.062,99.999,0
948, 3565,19.440,0.1750,18.350,0.0478,18.219,0.0270,0.789, 0.132, 1.907, 0.968, 2.312,99.999,0
949,17821,19.035,0.1172,18.444,0.1828,18.055,0.0494,1.059, 0.432, 2.509, 0.939, 2.951,99.999,0
950, 9785,19.890,0.1595,18.905,0.0321,18.543,0.0329,0.802,-0.970, 0.017, 0.881, 0.019,99.999,0
951, 2939,20.027,0.0911,18.804,0.0354,18.848,0.0314,0.774,-0.133, 0.425, 0.935, 0.498,99.999,0
952,  233,18.753,0.0634,17.748,0.0407,17.587,0.0321,1.773, 2.450, 0.580, 0.940, 0.683,99.999,0
953,  152,19.141,0.2969,18.116,0.0318,17.746,0.0595,1.235, 0.630, 2.344, 0.887, 2.605,99.999,0
954, 3147,18.866,0.0456,17.985,0.0438,17.694,0.0232,1.163, 0.447, 0.549, 0.952, 0.655,99.999,0
955, 2014,19.688,0.1894,18.631,0.0268,18.702,0.0271,0.744,-0.021, 0.936, 0.922, 1.082,99.999,0
956,14478,20.043,0.0986,19.330,0.1457,18.953,0.0674,0.859,-2.596, 1.150, 0.949, 1.368,99.999,0
957,17692,19.394,0.1400,18.788,0.0277,18.563,0.0255,0.860, 0.792, 0.556, 0.979, 0.682,99.999,0
958, 7517,19.737,0.1777,18.850,0.1167,18.451,0.0428,0.965,-0.275, 1.959, 0.951, 2.336,99.999,0
959,14833,19.403,0.1210,18.345,0.0528,18.147,0.0299,0.998, 0.266, 0.927, 0.965, 1.121,99.999,0
960, 1140,19.605,0.2515,19.028,0.0690,18.999,0.1366,1.111, 1.458, 2.904, 0.797, 2.902,99.999,0
961,13286,18.333,0.0794,17.423,0.0160,17.266,0.0329,1.141, 0.182, 2.363, 0.961, 2.847,99.999,0
962,13241,19.351,0.1107,18.585,0.0376,18.265,0.0222,0.961, 1.252, 0.561, 0.968, 0.681,99.999,0
963, 5651,19.512,0.1888,17.980,0.0243,17.615,0.0321,0.969, 0.271, 1.583, 0.983, 1.951,99.999,0
964, 4199,19.919,0.1344,18.964,0.0390,18.877,0.0505,0.827, 0.349, 1.035, 0.906, 1.175,99.999,0
965,12440,20.804,0.2908,19.079,0.0652,19.029,0.0812,0.900,-4.132, 1.502, 0.921, 1.733,99.999,0
966,17179,17.083,0.0286,16.378,0.0069,16.157,0.0124,1.222,-0.171, 1.333, 0.958, 1.601,99.999,0
967, 6108,19.106,0.2274,17.936,0.0394,17.726,0.0352,0.970, 1.191, 1.952, 0.973, 2.381,99.999,0
968,18454,17.945,0.0749,17.061,0.0280,16.725,0.0231,1.889, 1.263, 0.706, 0.989, 0.875,99.999,0
969, 7324,18.045,0.0342,17.099,0.1019,16.655,0.0204,1.533, 1.444, 0.899, 0.925, 1.042,99.999,0
970,18059,19.295,0.0591,18.706,0.0514,18.074,0.0303,1.099,-0.258, 0.673, 0.912, 0.769,99.999,0
971, 5784,18.756,0.2101,17.929,0.0170,17.767,0.0285,0.925, 0.258, 1.823, 0.970, 2.217,99.999,0
972,16484,18.207,0.0248,17.266,0.0532,16.795,0.0224,1.126, 1.101, 1.874, 0.986, 2.315,99.999,0
973,11582,99.999,9.9999,99.999,9.9999,18.381,0.0541,1.070,-0.354, 0.000, 0.000, 0.000,99.999,0
974,17743,17.908,0.1239,17.105,0.0141,16.798,0.0120,1.423, 0.582, 0.983, 0.952, 1.173,99.999,0
975,18856,99.999,9.9999,99.999,9.9999,19.411,0.1436,0.880, 0.176, 0.000, 0.000, 0.000,99.999,0
976,13275,19.733,0.0826,19.227,0.1968,18.811,0.0370,1.014,-1.060, 0.203, 0.937, 0.239,99.999,0
977,10352,20.146,0.1139,19.499,0.0761,19.493,0.0749,0.826, 0.464, 0.242, 0.922, 0.280,99.999,0
978,16995,20.571,0.1700,19.415,0.3113,19.041,0.0561,0.728,-0.628, 1.260, 0.952, 1.504,99.999,0
979,14994,19.651,0.0708,18.699,0.1028,18.662,0.0469,1.105, 2.953, 0.699, 0.960, 0.841,99.999,0
980, 2615,18.570,0.0967,17.736,0.0933,17.671,0.0268,1.284, 3.505, 0.940, 0.927, 1.093,99.999,0
981, 4029,20.121,0.3755,18.983,0.0563,18.972,0.0657,1.061, 2.231, 0.852, 0.955, 1.020,99.999,0
982,18100,19.333,0.1336,18.462,0.2561,18.196,0.0449,1.281, 0.746, 1.229, 0.947, 1.459,99.999,0
983, 4745,20.187,0.1079,19.106,0.0332,19.119,0.0386,0.772,-0.112, 0.271, 0.970, 0.329,99.999,0
984,  125,99.999,9.9999,18.914,0.0814,18.530,0.0731,1.104,-0.541, 0.712, 0.897, 0.800,99.999,0
985, 7837,19.705,0.1144,19.304,0.0533,19.316,0.1101,1.177,-0.326, 0.823, 0.839, 0.865,99.999,0
986, 7275,19.821,0.1158,18.811,0.0381,18.863,0.0406,0.903,-0.920, 0.715, 0.960, 0.860,99.999,0
987, 7669,20.473,0.1671,99.999,9.9999,19.831,0.0863,1.177,-6.446,-0.772, 0.998,-0.966,99.999,0
988,11072,18.643,0.0987,17.823,0.0709,17.659,0.0360,1.569, 4.027, 1.823, 0.902, 2.062,99.999,0
989,10325,20.399,0.1945,99.999,9.9999,19.667,0.0869,1.244,-4.929, 0.049, 0.920, 0.056,99.999,0
990, 6619,18.215,0.1307,17.738,0.0441,17.658,0.0769,2.540, 6.765, 1.461, 0.891, 1.630,99.999,0
991,11387,19.633,0.0535,18.747,0.0660,18.517,0.0503,1.097, 0.581, 0.983, 0.935, 1.151,99.999,0
992,12268,19.122,0.0353,18.056,0.0323,17.815,0.0449,1.142,-1.573, 1.724, 0.964, 2.084,99.999,0
993,11612,20.062,0.0608,19.401,0.0532,19.132,0.0513,0.855,-2.396, 0.539, 0.947, 0.639,99.999,0
994,17502,19.540,0.0660,18.841,0.0364,18.660,0.0624,0.921,-1.797, 1.044, 0.944, 1.235,99.999,0
995, 9934,18.108,0.0542,17.067,0.0451,16.764,0.0162,1.583, 1.289,-0.011, 0.937,-0.013,99.999,0
996,16499,19.226,0.0441,18.318,0.1266,18.117,0.0312,0.886, 0.667, 1.183, 0.968, 1.435,99.999,0
997, 2126,17.892,0.0627,17.008,0.0614,16.621,0.0309,1.110, 0.493, 2.516, 0.945, 2.982,99.999,0
998,13203,19.331,0.1097,18.120,0.1119,17.809,0.0334,0.826,-0.010, 2.139, 0.984, 2.637,99.999,0
999, 8816,21.155,0.3383,20.039,0.5440,19.743,0.0465,0.898,-1.837, 0.142, 0.944, 0.168,99.999,0
1000, 8740,19.909,0.1077,19.344,0.3440,18.964,0.0436,0.898, 0.881, 0.195, 0.953, 0.232,99.999,0
1001,16359,20.426,0.1653,19.610,0.0668,19.091,0.0340,0.730,-1.730, 0.320, 0.955, 0.383,99.999,0
1002,10369,19.009,0.0878,18.283,0.2920,18.187,0.0395,1.170, 1.060, 0.552, 0.880, 0.608,99.999,0
1003, 2519,18.273,0.1002,17.455,0.0465,17.245,0.0204,1.339, 2.067, 1.129, 0.967, 1.368,99.999,0
1004,13648,18.957,0.1413,18.052,0.0241,17.773,0.0288,0.985, 0.476, 1.235, 0.968, 1.499,99.999,0
1005, 8790,17.879,0.0688,17.015,0.0244,16.649,0.0163,1.139, 0.107,-0.709, 0.955,-0.848,99.999,0
1006, 8737,19.701,0.2964,18.882,0.1077,18.520,0.0290,0.868,-1.049, 1.038, 0.938, 1.220,99.999,0
1007, 1152,21.182,1.2147,19.384,0.0613,18.764,0.0792,0.962, 1.796, 1.928, 0.954, 2.305,99.999,0
1008,17217,20.130,0.1124,19.476,0.2337,19.284,0.0587,0.742,-2.820, 0.819, 0.961, 0.985,99.999,0
1009,16958,18.519,0.0948,17.671,0.0383,17.347,0.0178,1.623, 1.575, 0.654, 0.940, 0.771,99.999,0
1010, 1528,19.337,0.2007,18.211,0.0200,18.261,0.0325,0.889, 0.813, 0.962, 0.958, 1.155,99.999,0
1011, 6747,20.708,0.3047,19.258,0.0829,19.030,0.0642,0.904,-4.100, 0.624, 0.986, 0.772,99.999,0
1012,10400,20.444,0.3241,19.695,0.2095,19.150,0.0363,0.981, 2.587,-0.344, 0.922,-0.397,99.999,0
1013, 9465,19.066,0.1274,18.543,0.1439,18.073,0.0458,1.122,-0.105, 1.626, 0.955, 1.947,99.999,0
1014,19186,18.157,0.0927,17.490,0.0530,17.141,0.0155,1.663, 0.910, 0.766, 0.958, 0.920,99.999,0
1015, 2619,19.940,0.0564,19.036,0.0376,18.941,0.0562,0.756, 0.013, 1.047, 0.933, 1.225,99.999,0
1016, 8615,18.159,0.0440,17.311,0.0304,16.912,0.0135,1.242, 0.866, 0.305, 0.968, 0.370,99.999,0
1017,12355,99.999,9.9999,99.999,9.9999,19.783,0.2609,0.940,-5.779, 1.033, 0.993, 1.286,99.999,0
1018,17699,19.041,0.2071,18.316,0.0852,18.102,0.0291,1.049, 1.265, 1.243, 0.949, 1.478,99.999,0
1019, 1544,20.977,0.3203,19.732,0.0956,19.408,0.1059,0.830, 0.351, 1.513, 0.931, 1.765,99.999,0
1020, 2491,18.036,0.0849,17.162,0.0731,16.783,0.0280,1.099, 0.094, 2.077, 0.921, 2.398,99.999,0
